"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1970",2.5523797078925,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1971",2.85135211850855,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1972",3.18366717734076,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1973",3.83718307899075,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1974",4.6901991581002,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1975",5.20200880556587,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1976",5.79384080833563,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1977",6.26786212135215,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1978",6.59017438577136,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1979",7.46041749970323,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1980",8.43457853337025,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1981",9.70771197782612,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1982",10.0550312282779,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1983",10.6296361962252,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1984",11.8538670902175,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1985",13.0619823709888,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1986",13.9702528799425,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1987",14.7789322108205,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1988",18.1088387994144,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1989",22.5876027086384,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1990",22.9336440702782,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1991",23.5288352122987,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1992",23.8887182284041,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1993",24.5115926793558,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1994",25.3895490483163,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1995",25.6960428257687,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1996",25.9036676427526,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1997",26.9417917276722,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1998",28.9211483162519,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1999",31.0191476573939,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2000",33.5956727672036,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2001",37.3685122986824,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2002",44.3723894582724,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2003",52.3756566617864,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2004",55.6470000000001,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2005",56.6647500000001,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2006",60.5795000000001,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2007",66.9602500000001,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2008",69.6027500000001,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2009",72.4212500000001,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2010",80.8770000000002,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2011",79.1347500000001,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2012",78.8802500000002,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2013",84.1065000000002,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2014",91.7202500000002,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2016",105.5,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2017",114.30825,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2018",112.66375,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2019",108.08375,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2020",113.9165,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2021",133.763749998987,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1970",56.7378705951534,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1971",58.2183791809747,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1972",59.238276483403,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1973",61.3438347169201,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1974",62.2635042371112,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1975",57.900583127447,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1976",57.5860921897812,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1977",56.4368831677169,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1978",53.788100404386,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1979",54.3624819571767,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1980",55.2847761575857,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1981",57.0097575306667,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1982",53.3671893004962,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1983",52.2295562650375,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1984",53.4402571815382,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1985",55.1682773010456,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1986",55.1047698963293,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1987",54.789860231582,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1988",61.5449320267632,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1989",69.4398673624268,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1990",65.492164921785,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1991",66.6505722345954,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1992",65.7335169157367,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1993",65.7773502847634,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1994",65.0783379733549,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1995",63.1672032175812,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1996",60.5527902927179,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1997",60.8005938544202,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1998",64.4081658658677,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1999",65.9347359104466,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2000",67.6993253963509,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2001",69.6553968829518,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2002",81.0303985780142,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2003",91.4827836914422,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2004",90.9081844695561,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2005",88.0641944614508,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2006",89.470667842864,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2007",91.2261103527962,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2008",88.5899383693116,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2009",87.6617930516393,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2010",94.0901851315739,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2011",86.5782011816261,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2012",85.1121238109297,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2013",88.198969679404,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2014",92.9481545962593,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2015",100,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2016",104.877341431771,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2017",112.139072100107,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2018",107.747394369198,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2019",100.565544831266,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2020",100.136336806779,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2021",113.431136634811,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1973",40.920221059282,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1974",45.0634610755726,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1975",42.9199671150016,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1976",41.7044245527124,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1977",40.6310447449129,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1978",39.4633850970865,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1979",41.1628400601176,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1980",43.5727928986867,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1981",46.4066161174113,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1982",43.0479139328492,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1983",41.7513884039688,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1984",43.3761353276226,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1985",44.0623474741181,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1986",42.7376576096273,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1987",40.9724718060409,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1988",44.9664934435778,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1989",51.3443608753336,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1990",49.1966497638708,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1991",48.8618386993891,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1992",49.1467707140375,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1993",50.1926499950828,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1994",51.6288797893368,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1995",51.3755036365582,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1996",50.2538977715174,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1997",50.7804784457028,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1998",52.9008364541327,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1999",55.2586682913687,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2000",58.0622614778329,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2001",62.6188594913907,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2002",72.5584862217539,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2003",84.0717096299864,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2004",87.1543603639614,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2005",86.8240183352838,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2006",89.8901038124151,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2007",94.171209937692,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2008",90.9112112060914,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2009",88.5577015051073,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2010",94.8306541101195,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2011",88.7311723812869,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2012",84.9053414066572,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2013",87.6314559881314,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2014",93.2282569882045,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2015",100,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2016",104.714441779027,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2017",112.746809417017,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2018",110.409268726291,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2019",105.540666071012,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2020",112.289754123484,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2021",132.07529401467,
"AUS","HOUSECOST","REAL","IDX2015","A","1970",26.4392564698904,
"AUS","HOUSECOST","REAL","IDX2015","A","1971",27.5586908313819,
"AUS","HOUSECOST","REAL","IDX2015","A","1972",28.9524275465592,
"AUS","HOUSECOST","REAL","IDX2015","A","1973",32.0857140911043,
"AUS","HOUSECOST","REAL","IDX2015","A","1974",34.0643197396002,
"AUS","HOUSECOST","REAL","IDX2015","A","1975",32.2420840869445,
"AUS","HOUSECOST","REAL","IDX2015","A","1976",31.5201366505822,
"AUS","HOUSECOST","REAL","IDX2015","A","1977",30.9163766535369,
"AUS","HOUSECOST","REAL","IDX2015","A","1978",29.9787122610214,
"AUS","HOUSECOST","REAL","IDX2015","A","1979",30.9505859547352,
"AUS","HOUSECOST","REAL","IDX2015","A","1980",31.7105598217948,
"AUS","HOUSECOST","REAL","IDX2015","A","1981",33.4218870518614,
"AUS","HOUSECOST","REAL","IDX2015","A","1982",31.381597887897,
"AUS","HOUSECOST","REAL","IDX2015","A","1983",30.3499603496188,
"AUS","HOUSECOST","REAL","IDX2015","A","1984",31.8161150125839,
"AUS","HOUSECOST","REAL","IDX2015","A","1985",32.8796869623644,
"AUS","HOUSECOST","REAL","IDX2015","A","1986",32.5242525358964,
"AUS","HOUSECOST","REAL","IDX2015","A","1987",31.9125575641242,
"AUS","HOUSECOST","REAL","IDX2015","A","1988",36.5306485823713,
"AUS","HOUSECOST","REAL","IDX2015","A","1989",42.8130120915813,
"AUS","HOUSECOST","REAL","IDX2015","A","1990",40.829536921986,
"AUS","HOUSECOST","REAL","IDX2015","A","1991",40.3770215079105,
"AUS","HOUSECOST","REAL","IDX2015","A","1992",40.2332969702945,
"AUS","HOUSECOST","REAL","IDX2015","A","1993",40.4325031368234,
"AUS","HOUSECOST","REAL","IDX2015","A","1994",41.2243983957112,
"AUS","HOUSECOST","REAL","IDX2015","A","1995",40.5902382222123,
"AUS","HOUSECOST","REAL","IDX2015","A","1996",40.1101687520871,
"AUS","HOUSECOST","REAL","IDX2015","A","1997",41.1493207666353,
"AUS","HOUSECOST","REAL","IDX2015","A","1998",43.5485339021597,
"AUS","HOUSECOST","REAL","IDX2015","A","1999",46.1662515501013,
"AUS","HOUSECOST","REAL","IDX2015","A","2000",48.3495818210827,
"AUS","HOUSECOST","REAL","IDX2015","A","2001",51.9738271980083,
"AUS","HOUSECOST","REAL","IDX2015","A","2002",60.0739658654822,
"AUS","HOUSECOST","REAL","IDX2015","A","2003",69.4599516810354,
"AUS","HOUSECOST","REAL","IDX2015","A","2004",72.7201216945739,
"AUS","HOUSECOST","REAL","IDX2015","A","2005",72.4472547743059,
"AUS","HOUSECOST","REAL","IDX2015","A","2006",74.7803066806613,
"AUS","HOUSECOST","REAL","IDX2015","A","2007",80.1295159196408,
"AUS","HOUSECOST","REAL","IDX2015","A","2008",80.6497790584554,
"AUS","HOUSECOST","REAL","IDX2015","A","2009",81.7839013188937,
"AUS","HOUSECOST","REAL","IDX2015","A","2010",89.3906643053408,
"AUS","HOUSECOST","REAL","IDX2015","A","2011",85.5070463442052,
"AUS","HOUSECOST","REAL","IDX2015","A","2012",83.2984192419326,
"AUS","HOUSECOST","REAL","IDX2015","A","2013",86.8037865288724,
"AUS","HOUSECOST","REAL","IDX2015","A","2014",92.9698856114015,
"AUS","HOUSECOST","REAL","IDX2015","A","2015",100,
"AUS","HOUSECOST","REAL","IDX2015","A","2016",104.601178960981,
"AUS","HOUSECOST","REAL","IDX2015","A","2017",111.930274369691,
"AUS","HOUSECOST","REAL","IDX2015","A","2018",108.578692423368,
"AUS","HOUSECOST","REAL","IDX2015","A","2019",102.333593642352,
"AUS","HOUSECOST","REAL","IDX2015","A","2020",106.798405141951,
"AUS","HOUSECOST","REAL","IDX2015","A","2021",123.499619618367,
"AUS","HOUSECOST","RENT","IDX2015","A","1973",9.36645492083801,
"AUS","HOUSECOST","RENT","IDX2015","A","1974",10.4147668018458,
"AUS","HOUSECOST","RENT","IDX2015","A","1975",12.1239765154971,
"AUS","HOUSECOST","RENT","IDX2015","A","1976",13.901551737694,
"AUS","HOUSECOST","RENT","IDX2015","A","1977",15.4284444285556,
"AUS","HOUSECOST","RENT","IDX2015","A","1978",16.7046520880815,
"AUS","HOUSECOST","RENT","IDX2015","A","1979",18.1175972646997,
"AUS","HOUSECOST","RENT","IDX2015","A","1980",19.3482274185284,
"AUS","HOUSECOST","RENT","IDX2015","A","1981",20.9206951150869,
"AUS","HOUSECOST","RENT","IDX2015","A","1982",23.3819529227441,
"AUS","HOUSECOST","RENT","IDX2015","A","1983",25.4557906819738,
"AUS","HOUSECOST","RENT","IDX2015","A","1984",27.3245234155654,
"AUS","HOUSECOST","RENT","IDX2015","A","1985",29.6490487061311,
"AUS","HOUSECOST","RENT","IDX2015","A","1986",32.7028265878533,
"AUS","HOUSECOST","RENT","IDX2015","A","1987",36.0756670094584,
"AUS","HOUSECOST","RENT","IDX2015","A","1988",40.2005525250691,
"AUS","HOUSECOST","RENT","IDX2015","A","1989",44.0063855007982,
"AUS","HOUSECOST","RENT","IDX2015","A","1990",46.6271708283964,
"AUS","HOUSECOST","RENT","IDX2015","A","1991",48.1540635192579,
"AUS","HOUSECOST","RENT","IDX2015","A","1992",48.609856076232,
"AUS","HOUSECOST","RENT","IDX2015","A","1993",48.8377461047183,
"AUS","HOUSECOST","RENT","IDX2015","A","1994",49.1795861474483,
"AUS","HOUSECOST","RENT","IDX2015","A","1995",50.0227937528492,
"AUS","HOUSECOST","RENT","IDX2015","A","1996",51.5496864437108,
"AUS","HOUSECOST","RENT","IDX2015","A","1997",53.053791631724,
"AUS","HOUSECOST","RENT","IDX2015","A","1998",54.6718393339799,
"AUS","HOUSECOST","RENT","IDX2015","A","1999",56.1303620162952,
"AUS","HOUSECOST","RENT","IDX2015","A","2000",57.8623622327953,
"AUS","HOUSECOST","RENT","IDX2015","A","2001",59.6627224578403,
"AUS","HOUSECOST","RENT","IDX2015","A","2002",61.1440351430044,
"AUS","HOUSECOST","RENT","IDX2015","A","2003",62.2835102854388,
"AUS","HOUSECOST","RENT","IDX2015","A","2004",63.8559779819973,
"AUS","HOUSECOST","RENT","IDX2015","A","2005",65.2689231586154,
"AUS","HOUSECOST","RENT","IDX2015","A","2006",67.3883384235423,
"AUS","HOUSECOST","RENT","IDX2015","A","2007",71.0802288850286,
"AUS","HOUSECOST","RENT","IDX2015","A","2008",76.6408470801059,
"AUS","HOUSECOST","RENT","IDX2015","A","2009",81.7456827182104,
"AUS","HOUSECOST","RENT","IDX2015","A","2010",85.3008331626042,
"AUS","HOUSECOST","RENT","IDX2015","A","2011",89.2206111525764,
"AUS","HOUSECOST","RENT","IDX2015","A","2012",92.9125016140627,
"AUS","HOUSECOST","RENT","IDX2015","A","2013",95.9662819957853,
"AUS","HOUSECOST","RENT","IDX2015","A","2014",98.3819622977453,
"AUS","HOUSECOST","RENT","IDX2015","A","2015",100,
"AUS","HOUSECOST","RENT","IDX2015","A","2016",100.752062594008,
"AUS","HOUSECOST","RENT","IDX2015","A","2017",101.390162673771,
"AUS","HOUSECOST","RENT","IDX2015","A","2018",102.05103775638,
"AUS","HOUSECOST","RENT","IDX2015","A","2019",102.415712801964,
"AUS","HOUSECOST","RENT","IDX2015","A","2020",101.458537682317,
"AUS","HOUSECOST","RENT","IDX2015","A","2021",101.276237659466,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2000",58.5838607572212,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2001",59.0818235759494,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2002",59.4186807753165,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2003",59.579786392405,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2004",58.4374011075949,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2005",61.3519481803797,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2006",63.871054193038,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2007",66.8588310917721,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2008",67.5764833860759,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2009",70.2127571202531,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2010",76.7975,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2011",81.5975,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2012",87.57,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2013",92.0999999999999,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2014",95.33,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2016",108.5325,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2017",114.26,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2018",119.64,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2019",126.6,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2020",136.31125,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2021",153.262499997773,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2000",82.147183097937,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2001",81.7233758078043,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2002",80.8726635087069,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2003",78.6475738399621,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2004",74.8014077384969,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2005",74.0785222751921,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2006",74.005084862036,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2007",74.1856834158016,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2008",73.0038908242992,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2009",76.0264706162265,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2010",82.6875174834347,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2011",85.8919128118876,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2012",89.0761597546923,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2013",94.1604457457883,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2014",95.5774880419976,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2015",100,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2016",105.462445631263,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2017",107.948505331776,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2018",109.974803868014,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2019",113.07656910468,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2020",124.081452582719,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2021",134.256812844415,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2000",94.9301448683391,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2001",93.1077354004347,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2002",92.0962653935179,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2003",88.4778869865123,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2004",83.8710137266471,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2005",85.1295877829715,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2006",86.6759511097041,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2007",88.9793945073442,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2008",88.8167071834975,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2009",88.16087698085,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2010",92.7494281336785,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2011",95.3808434907399,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2012",98.0493804241945,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2013",100.018487510932,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2014",99.5795582143502,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2015",100,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2016",105.30971307397,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2017",106.46446977986,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2018",107.480418322685,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2019",110.447207802795,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2020",114.231528156565,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2021",126.023497341471,
"AUT","HOUSECOST","REAL","IDX2015","A","2000",78.0062704385641,
"AUT","HOUSECOST","REAL","IDX2015","A","2001",76.8416255886555,
"AUT","HOUSECOST","REAL","IDX2015","A","2002",76.4970239918021,
"AUT","HOUSECOST","REAL","IDX2015","A","2003",75.5392248162631,
"AUT","HOUSECOST","REAL","IDX2015","A","2004",72.8404987391674,
"AUT","HOUSECOST","REAL","IDX2015","A","2005",74.6651387800586,
"AUT","HOUSECOST","REAL","IDX2015","A","2006",76.1343221009668,
"AUT","HOUSECOST","REAL","IDX2015","A","2007",77.7652041967347,
"AUT","HOUSECOST","REAL","IDX2015","A","2008",76.9843203069818,
"AUT","HOUSECOST","REAL","IDX2015","A","2009",79.7190661422438,
"AUT","HOUSECOST","REAL","IDX2015","A","2010",85.6904023409876,
"AUT","HOUSECOST","REAL","IDX2015","A","2011",88.2559176040687,
"AUT","HOUSECOST","REAL","IDX2015","A","2012",92.5351999246997,
"AUT","HOUSECOST","REAL","IDX2015","A","2013",95.3271270691368,
"AUT","HOUSECOST","REAL","IDX2015","A","2014",96.7179671239336,
"AUT","HOUSECOST","REAL","IDX2015","A","2015",100,
"AUT","HOUSECOST","REAL","IDX2015","A","2016",106.990242148366,
"AUT","HOUSECOST","REAL","IDX2015","A","2017",110.694388654115,
"AUT","HOUSECOST","REAL","IDX2015","A","2018",113.631100684369,
"AUT","HOUSECOST","REAL","IDX2015","A","2019",118.181549771702,
"AUT","HOUSECOST","REAL","IDX2015","A","2020",125.374316020009,
"AUT","HOUSECOST","REAL","IDX2015","A","2021",137.842000639282,
"AUT","HOUSECOST","RENT","IDX2015","A","1966",6.67705693946615,
"AUT","HOUSECOST","RENT","IDX2015","A","1967",7.07486512479098,
"AUT","HOUSECOST","RENT","IDX2015","A","1968",7.57059493197715,
"AUT","HOUSECOST","RENT","IDX2015","A","1969",8.1230753851017,
"AUT","HOUSECOST","RENT","IDX2015","A","1970",9.04276350199559,
"AUT","HOUSECOST","RENT","IDX2015","A","1971",10.2022482155196,
"AUT","HOUSECOST","RENT","IDX2015","A","1972",11.2382178923437,
"AUT","HOUSECOST","RENT","IDX2015","A","1973",12.5412488811004,
"AUT","HOUSECOST","RENT","IDX2015","A","1974",13.1888690479556,
"AUT","HOUSECOST","RENT","IDX2015","A","1975",14.5792490953968,
"AUT","HOUSECOST","RENT","IDX2015","A","1976",17.1491460321163,
"AUT","HOUSECOST","RENT","IDX2015","A","1977",18.9640429733743,
"AUT","HOUSECOST","RENT","IDX2015","A","1978",19.9877725353227,
"AUT","HOUSECOST","RENT","IDX2015","A","1979",20.7016027263277,
"AUT","HOUSECOST","RENT","IDX2015","A","1980",21.393178589023,
"AUT","HOUSECOST","RENT","IDX2015","A","1981",22.6895318734543,
"AUT","HOUSECOST","RENT","IDX2015","A","1982",25.2928103026383,
